,date,title,stage,team1,team2,win,top1,jg1,mid1,adc1,sup1,top2,jg2,mid2,adc2,sup2
0,2021.08.29,2021 LCK 서머 포스트 시즌,결승전 4세트,T1,DWG KIA,L,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
1,2021.08.29,2021 LCK 서머 포스트 시즌,결승전 3세트,T1,DWG KIA,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
2,2021.08.29,2021 LCK 서머 포스트 시즌,결승전 2세트,DWG KIA,T1,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,T1 Canna,T1 Oner,T1 Faker,T1 Teddy,T1 Keria
3,2021.08.29,2021 LCK 서머 포스트 시즌,결승전 1세트,DWG KIA,T1,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,T1 Canna,T1 Oner,T1 Faker,T1 Teddy,T1 Keria
4,2021.08.22,2021 LCK 서머 포스트 시즌,2라운드 2경기 4세트,Gen.G eSports,T1,L,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,T1 Canna,T1 Oner,T1 Faker,T1 Teddy,T1 Keria
5,2021.08.22,2021 LCK 서머 포스트 시즌,2라운드 2경기 3세트,T1,Gen.G eSports,W,T1 Canna,T1 Oner,T1 Faker,T1 Teddy,T1 Keria,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
6,2021.08.22,2021 LCK 서머 포스트 시즌,2라운드 2경기 2세트,T1,Gen.G eSports,W,T1 Canna,T1 Oner,T1 Faker,T1 Teddy,T1 Keria,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
7,2021.08.22,2021 LCK 서머 포스트 시즌,2라운드 2경기 1세트,Gen.G eSports,T1,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,T1 Canna,T1 Oner,T1 Faker,T1 Teddy,T1 Keria
8,2021.08.21,2021 LCK 서머 포스트 시즌,2라운드 1경기 3세트,NS RED FORCE,DWG KIA,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
9,2021.08.21,2021 LCK 서머 포스트 시즌,2라운드 1경기 2세트,NS RED FORCE,DWG KIA,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,NS Kellin,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
10,2021.08.21,2021 LCK 서머 포스트 시즌,2라운드 1경기 1세트,DWG KIA,NS RED FORCE,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
11,2021.08.19,2021 LCK 서머 포스트 시즌,1라운드 2경기 3세트,Liiv Sandbox,T1,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,T1 Canna,T1 Oner,T1 Faker,T1 Teddy,T1 Keria
12,2021.08.19,2021 LCK 서머 포스트 시즌,1라운드 2경기 2세트,Liiv Sandbox,T1,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,T1 Canna,T1 Oner,T1 Faker,T1 Teddy,T1 Keria
13,2021.08.19,2021 LCK 서머 포스트 시즌,1라운드 2경기 1세트,T1,Liiv Sandbox,W,T1 Canna,T1 Oner,T1 Faker,T1 Teddy,T1 Keria,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
14,2021.08.18,2021 LCK 서머 포스트 시즌,1라운드 1경기 4세트,Afreeca Freecs,NS RED FORCE,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
15,2021.08.18,2021 LCK 서머 포스트 시즌,1라운드 1경기 3세트,NS RED FORCE,Afreeca Freecs,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
16,2021.08.18,2021 LCK 서머 포스트 시즌,1라운드 1경기 2세트,NS RED FORCE,Afreeca Freecs,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
17,2021.08.18,2021 LCK 서머 포스트 시즌,1라운드 1경기 1세트,NS RED FORCE,Afreeca Freecs,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
18,2021.08.15,2021 LoL 챔피언스 코리아 서머 정규 시즌,45일차 2경기 2세트,Gen.G eSports,NS RED FORCE,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
19,2021.08.15,2021 LoL 챔피언스 코리아 서머 정규 시즌,45일차 2경기 1세트,Gen.G eSports,NS RED FORCE,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
20,2021.08.15,2021 LoL 챔피언스 코리아 서머 정규 시즌,45일차 1경기 2세트,T1,Hanwha Life Esports,L,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta
21,2021.08.15,2021 LoL 챔피언스 코리아 서머 정규 시즌,45일차 1경기 1세트,Hanwha Life Esports,T1,W,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria
22,2021.08.14,2021 LoL 챔피언스 코리아 서머 정규 시즌,44일차 2경기 3세트,Afreeca Freecs,kt Rolster,W,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus
23,2021.08.14,2021 LoL 챔피언스 코리아 서머 정규 시즌,44일차 2경기 2세트,kt Rolster,Afreeca Freecs,L,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
24,2021.08.14,2021 LoL 챔피언스 코리아 서머 정규 시즌,44일차 2경기 1세트,Afreeca Freecs,kt Rolster,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,KT Doran,KT GIDEON,KT Ucal,KT 5kid,KT Zzus
25,2021.08.14,2021 LoL 챔피언스 코리아 서머 정규 시즌,44일차 1경기 2세트,DWG KIA,Liiv Sandbox,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
26,2021.08.14,2021 LoL 챔피언스 코리아 서머 정규 시즌,44일차 1경기 1세트,DWG KIA,Liiv Sandbox,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
27,2021.08.13,2021 LoL 챔피언스 코리아 서머 정규 시즌,43일차 2경기 2세트,DRX,NS RED FORCE,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
28,2021.08.13,2021 LoL 챔피언스 코리아 서머 정규 시즌,43일차 2경기 1세트,DRX,NS RED FORCE,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
29,2021.08.13,2021 LoL 챔피언스 코리아 서머 정규 시즌,43일차 1경기 3세트,Gen.G eSports,Fredit BRION,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
30,2021.08.13,2021 LoL 챔피언스 코리아 서머 정규 시즌,43일차 1경기 2세트,Fredit BRION,Gen.G eSports,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
31,2021.08.13,2021 LoL 챔피언스 코리아 서머 정규 시즌,43일차 1경기 1세트,Gen.G eSports,Fredit BRION,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
32,2021.08.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,42일차 2경기 3세트,Liiv Sandbox,kt Rolster,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus
33,2021.08.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,42일차 2경기 2세트,Liiv Sandbox,kt Rolster,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus
34,2021.08.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,42일차 2경기 1세트,Liiv Sandbox,kt Rolster,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,KT Doran,KT GIDEON,KT Dove,KT 5kid,KT Zzus
35,2021.08.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,42일차 1경기 2세트,Hanwha Life Esports,Afreeca Freecs,L,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
36,2021.08.12,2021 LoL 챔피언스 코리아 서머 정규 시즌,42일차 1경기 1세트,Hanwha Life Esports,Afreeca Freecs,L,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
37,2021.08.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,41일차 2경기 2세트,DRX,T1,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria
38,2021.08.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,41일차 2경기 1세트,T1,DRX,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun
39,2021.08.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,41일차 1경기 2세트,DWG KIA,Gen.G eSports,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
40,2021.08.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,41일차 1경기 1세트,DWG KIA,Gen.G eSports,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,GEN Burdol,GEN Clid,GEN BDD,GEN Ruler,GEN Life
41,2021.08.07,2021 LoL 챔피언스 코리아 서머 정규 시즌,40일차 2경기 3세트,Liiv Sandbox,Fredit BRION,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
42,2021.08.07,2021 LoL 챔피언스 코리아 서머 정규 시즌,40일차 2경기 2세트,Fredit BRION,Liiv Sandbox,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
43,2021.08.07,2021 LoL 챔피언스 코리아 서머 정규 시즌,40일차 2경기 1세트,Liiv Sandbox,Fredit BRION,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
44,2021.08.07,2021 LoL 챔피언스 코리아 서머 정규 시즌,40일차 1경기 2세트,NS RED FORCE,Afreeca Freecs,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
45,2021.08.07,2021 LoL 챔피언스 코리아 서머 정규 시즌,40일차 1경기 1세트,NS RED FORCE,Afreeca Freecs,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
46,2021.08.06,2021 LoL 챔피언스 코리아 서머 정규 시즌,39일차 2경기 3세트,T1,Gen.G eSports,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,GEN Burdol,GEN Clid,GEN BDD,GEN Ruler,GEN Life
47,2021.08.06,2021 LoL 챔피언스 코리아 서머 정규 시즌,39일차 2경기 2세트,Gen.G eSports,T1,W,GEN Burdol,GEN Clid,GEN BDD,GEN Ruler,GEN Life,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria
48,2021.08.06,2021 LoL 챔피언스 코리아 서머 정규 시즌,39일차 2경기 1세트,T1,Gen.G eSports,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,GEN Burdol,GEN Clid,GEN BDD,GEN Ruler,GEN Life
49,2021.08.06,2021 LoL 챔피언스 코리아 서머 정규 시즌,39일차 1경기 3세트,DRX,kt Rolster,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus
50,2021.08.06,2021 LoL 챔피언스 코리아 서머 정규 시즌,39일차 1경기 2세트,kt Rolster,DRX,L,KT Doran,KT GIDEON,KT Dove,KT 5kid,KT Harp,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun
51,2021.08.06,2021 LoL 챔피언스 코리아 서머 정규 시즌,39일차 1경기 1세트,DRX,kt Rolster,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,KT Doran,KT GIDEON,KT Dove,KT 5kid,KT Harp
52,2021.08.05,2021 LoL 챔피언스 코리아 서머 정규 시즌,38일차 2경기 2세트,Hanwha Life Esports,Liiv Sandbox,L,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
53,2021.08.05,2021 LoL 챔피언스 코리아 서머 정규 시즌,38일차 2경기 1세트,Liiv Sandbox,Hanwha Life Esports,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta
54,2021.08.05,2021 LoL 챔피언스 코리아 서머 정규 시즌,38일차 1경기 2세트,Fredit BRION,DWG KIA,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
55,2021.08.05,2021 LoL 챔피언스 코리아 서머 정규 시즌,38일차 1경기 1세트,Fredit BRION,DWG KIA,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
56,2021.08.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,37일차 2경기 2세트,kt Rolster,DWG KIA,L,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
57,2021.08.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,37일차 2경기 1세트,DWG KIA,kt Rolster,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus
58,2021.08.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,37일차 1경기 3세트,Hanwha Life Esports,NS RED FORCE,L,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
59,2021.08.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,37일차 1경기 2세트,NS RED FORCE,Hanwha Life Esports,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta
60,2021.08.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,37일차 1경기 1세트,NS RED FORCE,Hanwha Life Esports,W,NS Rich,NS Peanut,NS Gori,NS Gori,NS Kellin,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta
61,2021.07.31,2021 LoL 챔피언스 코리아 서머 정규 시즌,36일차 2경기 3세트,Afreeca Freecs,DRX,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun
62,2021.07.31,2021 LoL 챔피언스 코리아 서머 정규 시즌,36일차 2경기 2세트,DRX,Afreeca Freecs,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
63,2021.07.31,2021 LoL 챔피언스 코리아 서머 정규 시즌,36일차 2경기 1세트,DRX,Afreeca Freecs,W,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
64,2021.07.31,2021 LoL 챔피언스 코리아 서머 정규 시즌,36일차 1경기 3세트,T1,Fredit BRION,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
65,2021.07.31,2021 LoL 챔피언스 코리아 서머 정규 시즌,36일차 1경기 2세트,Fredit BRION,T1,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria
66,2021.07.31,2021 LoL 챔피언스 코리아 서머 정규 시즌,36일차 1경기 1세트,Fredit BRION,T1,L,BRO Hoya,BRO UmTi,BRO Yaharong,BRO Hena,BRO Delight,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria
67,2021.07.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,35일차 2경기 2세트,kt Rolster,Gen.G eSports,L,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus,GEN Burdol,GEN Clid,GEN BDD,GEN Ruler,GEN Life
68,2021.07.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,35일차 2경기 1세트,kt Rolster,Gen.G eSports,L,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus,GEN Burdol,GEN Clid,GEN BDD,GEN Ruler,GEN Life
69,2021.07.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,35일차 1경기 3세트,NS RED FORCE,Liiv Sandbox,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
70,2021.07.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,35일차 1경기 2세트,NS RED FORCE,Liiv Sandbox,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
71,2021.07.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,35일차 1경기 1세트,Liiv Sandbox,NS RED FORCE,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
72,2021.07.29,2021 LoL 챔피언스 코리아 서머 정규 시즌,34일차 2경기 2세트,Hanwha Life Esports,DRX,W,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun
73,2021.07.29,2021 LoL 챔피언스 코리아 서머 정규 시즌,34일차 2경기 1세트,DRX,Hanwha Life Esports,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta
74,2021.07.29,2021 LoL 챔피언스 코리아 서머 정규 시즌,34일차 1경기 3세트,DWG KIA,Afreeca Freecs,L,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
75,2021.07.29,2021 LoL 챔피언스 코리아 서머 정규 시즌,34일차 1경기 2세트,Afreeca Freecs,DWG KIA,W,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
76,2021.07.29,2021 LoL 챔피언스 코리아 서머 정규 시즌,34일차 1경기 1세트,DWG KIA,Afreeca Freecs,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
77,2021.07.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,33일차 2경기 3세트,Hanwha Life Esports,Fredit BRION,W,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,BRO Hoya,BRO UmTi,BRO Yaharong,BRO Hena,BRO Delight
78,2021.07.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,33일차 2경기 2세트,Fredit BRION,Hanwha Life Esports,W,BRO Hoya,BRO UmTi,BRO Yaharong,BRO Hena,BRO Delight,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta
79,2021.07.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,33일차 2경기 1세트,Hanwha Life Esports,Fredit BRION,W,HLE Morgan,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
80,2021.07.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,33일차 1경기 3세트,Gen.G eSports,Afreeca Freecs,L,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
81,2021.07.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,33일차 1경기 2세트,Afreeca Freecs,Gen.G eSports,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
82,2021.07.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,33일차 1경기 1세트,Afreeca Freecs,Gen.G eSports,W,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
83,2021.07.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,32일차 2경기 3세트,T1,Liiv Sandbox,L,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
84,2021.07.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,32일차 2경기 2세트,T1,Liiv Sandbox,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
85,2021.07.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,32일차 2경기 1세트,T1,Liiv Sandbox,L,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
86,2021.07.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,32일차 1경기 2세트,DRX,DWG KIA,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
87,2021.07.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,32일차 1경기 1세트,DWG KIA,DRX,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun
88,2021.07.23,2021 LoL 챔피언스 코리아 서머 정규 시즌,31일차 2경기 3세트,NS RED FORCE,Fredit BRION,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
89,2021.07.23,2021 LoL 챔피언스 코리아 서머 정규 시즌,31일차 2경기 2세트,Fredit BRION,NS RED FORCE,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
90,2021.07.23,2021 LoL 챔피언스 코리아 서머 정규 시즌,31일차 2경기 1세트,Fredit BRION,NS RED FORCE,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
91,2021.07.23,2021 LoL 챔피언스 코리아 서머 정규 시즌,31일차 1경기 2세트,Hanwha Life Esports,kt Rolster,L,HLE DuDu,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus
92,2021.07.23,2021 LoL 챔피언스 코리아 서머 정규 시즌,31일차 1경기 1세트,Hanwha Life Esports,kt Rolster,L,HLE DuDu,HLE Willer,HLE Chovy,HLE Deft,HLE Vsta,KT Doran,KT Blank,KT Dove,KT 5kid,KT Zzus
93,2021.07.22,2021 LoL 챔피언스 코리아 서머 정규 시즌,30일차 2경기 3세트,T1,Afreeca Freecs,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
94,2021.07.22,2021 LoL 챔피언스 코리아 서머 정규 시즌,30일차 2경기 2세트,Afreeca Freecs,T1,W,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria
95,2021.07.22,2021 LoL 챔피언스 코리아 서머 정규 시즌,30일차 2경기 1세트,T1,Afreeca Freecs,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
96,2021.07.22,2021 LoL 챔피언스 코리아 서머 정규 시즌,30일차 1경기 3세트,Liiv Sandbox,Gen.G eSports,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,GEN Rascal,GEN YoungJae,GEN BDD,GEN Ruler,GEN Life
97,2021.07.22,2021 LoL 챔피언스 코리아 서머 정규 시즌,30일차 1경기 2세트,Gen.G eSports,Liiv Sandbox,W,GEN Rascal,GEN YoungJae,GEN BDD,GEN Ruler,GEN Life,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
98,2021.07.22,2021 LoL 챔피언스 코리아 서머 정규 시즌,30일차 1경기 1세트,Liiv Sandbox,Gen.G eSports,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,GEN Rascal,GEN YoungJae,GEN BDD,GEN Ruler,GEN Life
99,2021.07.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,29일차 2경기 2세트,NS RED FORCE,kt Rolster,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,KT Doran,KT Blank,KT Dove,KT Noah,KT Zzus
100,2021.07.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,29일차 2경기 1세트,NS RED FORCE,kt Rolster,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,KT Doran,KT Blank,KT Dove,KT Noah,KT Zzus
101,2021.07.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,29일차 1경기 3세트,Fredit BRION,DRX,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun
102,2021.07.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,29일차 1경기 2세트,DRX,Fredit BRION,W,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
